Date,Team,Player,Relinquished,Notes,EstimatedDaysOut,Year,Month,YearMonth,DurationCategory,InjuryKeyword,EstimatedDaysOutFromNotes,Injury_Start,Injury_End,Actual_Duration_Days,InSeason_Duration_Days,DayOfWeek
1/22/2025,Nets,D'Angelo Russell,D'Angelo Russell,left hamstring injury (DTD),,2025,January,2025-01,day-to-day,hamstring,3,10/25/2017,10/27/2017,2,3,Wednesday
2/21/2025,Nets,D'Angelo Russell,D'Angelo Russell,placed on IL with ankle injury,,2025,February,2025-02,other / unspecified,ankle,,10/25/2017,10/27/2017,2,3,Friday
3/11/2025,Nets,D'Angelo Russell,D'Angelo Russell,ankle injury (DTD),,2025,March,2025-03,day-to-day,ankle,3,10/25/2017,10/27/2017,2,3,Tuesday
3/16/2025,Nets,D'Angelo Russell,D'Angelo Russell,placed on IL with ankle injury,,2025,March,2025-03,other / unspecified,ankle,,10/25/2017,10/27/2017,2,3,Sunday
3/21/2025,Nets,D'Angelo Russell,D'Angelo Russell,ankle injury (DTD),,2025,March,2025-03,day-to-day,ankle,3,10/25/2017,10/27/2017,2,3,Friday
3/29/2025,Nets,D'Angelo Russell,D'Angelo Russell,placed on IL with ankle injury,,2025,March,2025-03,other / unspecified,ankle,,10/25/2017,10/27/2017,2,3,Saturday
4/5/2025,Nets,D'Angelo Russell,D'Angelo Russell,ankle injury (DTD),,2025,April,2025-04,day-to-day,ankle,3,10/25/2017,10/27/2017,2,3,Saturday
1/24/2017,Magic,D.J. Augustine,D.J. Augustine,sprained right ankle (DTD),,2017,January,2017-01,day-to-day,ankle,3,1/24/2017,1/27/2017,3,4,Tuesday
11/2/2017,Magic,D.J. Augustine,D.J. Augustine,strained left hamstring (DTD),,2017,November,2017-11,day-to-day,hamstring,3,1/24/2017,1/27/2017,3,4,Thursday
11/8/2017,Magic,D.J. Augustine,D.J. Augustine,placed on IL with strained left hamstring (DTD),,2017,November,2017-11,day-to-day,hamstring,3,1/24/2017,1/27/2017,3,4,Wednesday
12/31/2018,Magic,D.J. Augustine,D.J. Augustine,sprained right ankle (DTD),,2018,December,2018-12,day-to-day,ankle,3,1/24/2017,1/27/2017,3,4,Monday
1/10/2020,Magic,D.J. Augustine,D.J. Augustine,bruised left knee (DTD),,2020,January,2020-01,day-to-day,knee,3,1/24/2017,1/27/2017,3,4,Friday
1/15/2020,Magic,D.J. Augustine,D.J. Augustine,placed on IL with left knee injury,,2020,January,2020-01,other / unspecified,knee,,1/24/2017,1/27/2017,3,4,Wednesday
12/23/2020,Bucks,D.J. Augustine,D.J. Augustine,placed on IL with strained left calf,,2020,December,2020-12,other / unspecified,calf,,12/23/2020,12/25/2020,2,3,Wednesday
3/21/2021,Rockets,D.J. Augustine,D.J. Augustine,placed on IL with stomach illness,,2021,March,2021-03,other / unspecified,illness,,3/21/2021,3/22/2021,1,2,Sunday
4/14/2021,Rockets,D.J. Augustine,D.J. Augustine,placed on IL with sprained left ankle,,2021,April,2021-04,other / unspecified,ankle,,3/21/2021,3/22/2021,1,2,Wednesday
4/21/2021,Rockets,D.J. Augustine,D.J. Augustine,sprained left ankle (DTD),,2021,April,2021-04,day-to-day,ankle,3,3/21/2021,3/22/2021,1,2,Wednesday
11/29/2021,Rockets,D.J. Augustine,D.J. Augustine,placed on IL with NBA health and safety protocols,,2021,November,2021-11,other / unspecified,Other,,3/21/2021,3/22/2021,1,2,Monday
12/26/2021,Rockets,D.J. Augustine,D.J. Augustine,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,3/21/2021,3/22/2021,1,2,Sunday
3/7/2024,Raptors,D.J. Carton,D.J. Carton,placed on IL with sprained right ankle (out for season),,2024,March,2024-03,out for season,ankle,180,11/18/2024,11/29/2024,11,12,Thursday
11/18/2024,Raptors,D.J. Carton,D.J. Carton,placed on IL with ankle injury,,2024,November,2024-11,other / unspecified,ankle,,11/18/2024,11/29/2024,11,12,Monday
11/25/2017,Bucks,D.J. Wilson,D.J. Wilson,placed on IL,,2017,November,2017-11,other / unspecified,Other,,11/25/2017,11/28/2017,3,4,Saturday
12/19/2017,Bucks,D.J. Wilson,D.J. Wilson,placed on IL,,2017,December,2017-12,other / unspecified,Other,,11/25/2017,11/28/2017,3,4,Tuesday
2/4/2018,Bucks,D.J. Wilson,D.J. Wilson,placed on IL,,2018,February,2018-02,other / unspecified,Other,,11/25/2017,11/28/2017,3,4,Sunday
3/21/2018,Bucks,D.J. Wilson,D.J. Wilson,placed on IL,,2018,March,2018-03,other / unspecified,Other,,11/25/2017,11/28/2017,3,4,Wednesday
4/11/2018,Bucks,D.J. Wilson,D.J. Wilson,placed on IL,,2018,April,2018-04,other / unspecified,Other,,11/25/2017,11/28/2017,3,4,Wednesday
10/17/2018,Bucks,D.J. Wilson,D.J. Wilson,placed on IL with strained right hamstring,,2018,October,2018-10,other / unspecified,hamstring,,11/25/2017,11/28/2017,3,4,Wednesday
12/9/2018,Bucks,D.J. Wilson,D.J. Wilson,placed on IL,,2018,December,2018-12,other / unspecified,Other,,11/25/2017,11/28/2017,3,4,Sunday
12/12/2018,Bucks,D.J. Wilson,D.J. Wilson,placed on IL,,2018,December,2018-12,other / unspecified,Other,,11/25/2017,11/28/2017,3,4,Wednesday
1/7/2019,Bucks,D.J. Wilson,D.J. Wilson,left hip pointer (DTD),,2019,January,2019-01,day-to-day,hip,3,11/25/2017,11/28/2017,3,4,Monday
1/7/2019,Bucks,D.J. Wilson,D.J. Wilson,placed on IL,,2019,January,2019-01,other / unspecified,Other,,11/25/2017,11/28/2017,3,4,Monday
5/8/2019,Bucks,D.J. Wilson,D.J. Wilson,sprained left ankle (DTD),,2019,May,2019-05,day-to-day,ankle,3,11/25/2017,11/28/2017,3,4,Wednesday
5/19/2019,Bucks,D.J. Wilson,D.J. Wilson,sore left ankle (DTD),,2019,May,2019-05,day-to-day,ankle,3,11/25/2017,11/28/2017,3,4,Sunday
3/4/2020,Bucks,D.J. Wilson,D.J. Wilson,placed on IL,,2020,March,2020-03,other / unspecified,Other,,11/25/2017,11/28/2017,3,4,Wednesday
3/6/2020,Bucks,D.J. Wilson,D.J. Wilson,sprained left ankle (DTD),,2020,March,2020-03,day-to-day,ankle,3,11/25/2017,11/28/2017,3,4,Friday
5/2/2021,Rockets,D.J. Wilson,D.J. Wilson,NBA health and safety protocols (out for season),,2021,May,2021-05,out for season,Other,180,5/7/2021,6/15/2021,39,40,Sunday
5/7/2021,Rockets,D.J. Wilson,D.J. Wilson,placed on IL with NBA health and safety protocols (out for season),,2021,May,2021-05,out for season,Other,180,5/7/2021,6/15/2021,39,40,Friday
12/31/2021,Raptors,D.J. Wilson,D.J. Wilson,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,12/31/2021,1/1/2022,1,2,Friday
3/1/2022,Raptors,D.J. Wilson,D.J. Wilson,placed on IL with sore left knee,,2022,March,2022-03,other / unspecified,knee,,12/31/2021,1/1/2022,1,2,Tuesday
12/22/2020,Kings,DaQuan Jeffries,DaQuan Jeffries,placed on IL with back injury,,2020,December,2020-12,other / unspecified,back,,12/30/2020,2/12/2021,44,45,Tuesday
12/30/2020,Kings,DaQuan Jeffries,DaQuan Jeffries,placed on IL with sprained left ankle,,2020,December,2020-12,other / unspecified,ankle,,12/30/2020,2/12/2021,44,45,Wednesday
5/12/2021,Rockets,DaQuan Jeffries,DaQuan Jeffries,sore right ankle (DTD),,2021,May,2021-05,day-to-day,ankle,3,5/12/2021,5/13/2021,1,2,Wednesday
5/16/2021,Spurs,DaQuan Jeffries,DaQuan Jeffries,placed on IL with NBA health and safety protocols (out for season),,2021,May,2021-05,out for season,Other,180,5/16/2021,6/15/2021,30,31,Sunday
3/30/2023,Knicks,DaQuan Jeffries,DaQuan Jeffries,strained right calf (DTD),,2023,March,2023-03,day-to-day,calf,3,12/5/2023,12/7/2023,2,3,Thursday
12/5/2023,Knicks,DaQuan Jeffries,DaQuan Jeffries,placed on IL with illness,,2023,December,2023-12,other / unspecified,illness,,12/5/2023,12/7/2023,2,3,Tuesday
12/23/2023,Knicks,DaQuan Jeffries,DaQuan Jeffries,placed on IL with illness,,2023,December,2023-12,other / unspecified,illness,,12/5/2023,12/7/2023,2,3,Saturday
10/9/2024,Hornets,DaQuan Jeffries,DaQuan Jeffries,fractured hand (out indefinitely),,2024,October,2024-10,indefinitely,hand,30,10/9/2024,12/3/2024,55,56,Wednesday
1/3/2025,Hornets,DaQuan Jeffries,DaQuan Jeffries,placed on IL with thigh injury,,2025,January,2025-01,other / unspecified,thigh,,10/9/2024,12/3/2024,55,56,Friday
1/12/2025,Hornets,DaQuan Jeffries,DaQuan Jeffries,placed on IL with illness,,2025,January,2025-01,other / unspecified,illness,,10/9/2024,12/3/2024,55,56,Sunday
2/20/2025,Hornets,DaQuan Jeffries,DaQuan Jeffries,placed on IL with knee injury,,2025,February,2025-02,other / unspecified,knee,,10/9/2024,12/3/2024,55,56,Thursday
7/13/2024,Nuggets,DaRon Holmes II,DaRon Holmes II,torn right Achilles tendon (out indefinitely),,2024,July,2024-07,indefinitely,achilles,30,7/13/2024,6/15/2024,-28,0,Saturday
10/19/2022,Rockets,Daishen Nix,Daishen Nix,placed on IL with back injury,,2022,October,2022-10,other / unspecified,back,,10/19/2022,10/21/2022,2,3,Wednesday
12/24/2024,Timberwolves,Daishen Nix,Daishen Nix,placed on IL with sprained right ankle,,2024,December,2024-12,other / unspecified,ankle,,12/24/2024,12/31/2024,7,8,Tuesday
12/3/2017,Thunder,Dakari Johnson,Dakari Johnson,placed on IL,,2017,December,2017-12,other / unspecified,Other,,12/3/2017,12/5/2017,2,3,Sunday
12/14/2021,Raptors,Dalano Banton,Dalano Banton,illness (DTD),,2021,December,2021-12,day-to-day,illness,3,12/14/2021,12/16/2021,2,3,Tuesday
12/18/2021,Raptors,Dalano Banton,Dalano Banton,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,12/14/2021,12/16/2021,2,3,Saturday
12/28/2021,Raptors,Dalano Banton,Dalano Banton,placed on IL with bruised left knee,,2021,December,2021-12,other / unspecified,knee,,12/14/2021,12/16/2021,2,3,Tuesday
11/23/2022,Raptors,Dalano Banton,Dalano Banton,sprained left ankle (DTD),,2022,November,2022-11,day-to-day,ankle,3,12/14/2021,12/16/2021,2,3,Wednesday
11/26/2022,Raptors,Dalano Banton,Dalano Banton,placed on IL with sprained left ankle,,2022,November,2022-11,other / unspecified,ankle,,12/14/2021,12/16/2021,2,3,Saturday
1/17/2023,Raptors,Dalano Banton,Dalano Banton,right hip pointer (DTD),,2023,January,2023-01,day-to-day,hip,3,12/14/2021,12/16/2021,2,3,Tuesday
2/28/2023,Raptors,Dalano Banton,Dalano Banton,placed on IL with sprained left thumb,,2023,February,2023-02,other / unspecified,Other,,12/14/2021,12/16/2021,2,3,Tuesday
12/15/2023,Celtics,Dalano Banton,Dalano Banton,placed on IL with illness,,2023,December,2023-12,other / unspecified,illness,,12/15/2023,12/17/2023,2,3,Friday
4/11/2024,Blazers,Dalano Banton,Dalano Banton,placed on IL with sprained left ankle,,2024,April,2024-04,other / unspecified,ankle,,4/11/2024,4/12/2024,1,2,Thursday
12/19/2024,Blazers,Dalano Banton,Dalano Banton,bruised left hip (DTD),,2024,December,2024-12,day-to-day,hip,3,4/11/2024,4/12/2024,1,2,Thursday
12/26/2024,Blazers,Dalano Banton,Dalano Banton,bruised left hip (DTD),,2024,December,2024-12,day-to-day,hip,3,4/11/2024,4/12/2024,1,2,Thursday
11/11/2023,Bulls,Dalen Terry,Dalen Terry,placed on IL with left knee tendinitis,,2023,November,2023-11,other / unspecified,knee,,11/11/2023,11/20/2023,9,10,Saturday
1/31/2024,Bulls,Dalen Terry,Dalen Terry,placed on IL with sprained right ankle,,2024,January,2024-01,other / unspecified,ankle,,11/11/2023,11/20/2023,9,10,Wednesday
12/13/2024,Bulls,Dalen Terry,Dalen Terry,placed on IL with bruised right knee,,2024,December,2024-12,other / unspecified,knee,,11/11/2023,11/20/2023,9,10,Friday
2/4/2025,Bulls,Dalen Terry,Dalen Terry,placed on IL with knee injury,,2025,February,2025-02,other / unspecified,knee,,11/11/2023,11/20/2023,9,10,Tuesday
4/1/2025,Bulls,Dalen Terry,Dalen Terry,placed on IL with calf injury,,2025,April,2025-04,other / unspecified,calf,,11/11/2023,11/20/2023,9,10,Tuesday
4/11/2025,Bulls,Dalen Terry,Dalen Terry,placed on IL with right calf injury,,2025,April,2025-04,other / unspecified,calf,,11/11/2023,11/20/2023,9,10,Friday
10/25/2016,Warriors,Damian Jones,Damian Jones,placed on IL with torn pectoral muscle,,2016,October,2016-10,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Tuesday
12/11/2016,Warriors,Damian Jones,Damian Jones,placed on IL,,2016,December,2016-12,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Sunday
12/15/2016,Warriors,Damian Jones,Damian Jones,placed on IL,,2016,December,2016-12,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Thursday
1/2/2017,Warriors,Damian Jones,Damian Jones,placed on IL,,2017,January,2017-01,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Monday
1/6/2017,Warriors,Damian Jones,Damian Jones,placed on IL,,2017,January,2017-01,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Friday
1/25/2017,Warriors,Damian Jones,Damian Jones,placed on IL,,2017,January,2017-01,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Wednesday
2/23/2017,Warriors,Damian Jones,Damian Jones,placed on IL,,2017,February,2017-02,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Thursday
3/14/2017,Warriors,Damian Jones,Damian Jones,placed on IL,,2017,March,2017-03,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Tuesday
5/2/2017,Warriors,Damian Jones,Damian Jones,placed on IL,,2017,May,2017-05,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Tuesday
6/1/2017,Warriors,Damian Jones,Damian Jones,placed on IL,,2017,June,2017-06,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Thursday
10/17/2017,Warriors,Damian Jones,Damian Jones,placed on IL,,2017,October,2017-10,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Tuesday
12/22/2017,Warriors,Damian Jones,Damian Jones,placed on IL with strained right hamstring,,2017,December,2017-12,other / unspecified,hamstring,,10/25/2016,10/28/2016,3,4,Friday
1/30/2018,Warriors,Damian Jones,Damian Jones,placed on IL with flu,,2018,January,2018-01,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Tuesday
2/6/2018,Warriors,Damian Jones,Damian Jones,placed on IL,,2018,February,2018-02,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Tuesday
3/23/2018,Warriors,Damian Jones,Damian Jones,placed on IL,,2018,March,2018-03,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Friday
5/1/2018,Warriors,Damian Jones,Damian Jones,placed on IL,,2018,May,2018-05,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Tuesday
12/3/2018,Warriors,Damian Jones,Damian Jones,placed on IL with torn pectoral muscle,,2018,December,2018-12,other / unspecified,Other,,10/25/2016,10/28/2016,3,4,Monday
1/17/2021,Suns,Damian Jones,Damian Jones,placed on IL with NBA health and safety protocols,,2021,January,2021-01,other / unspecified,Other,,1/17/2021,1/30/2021,13,14,Sunday
1/9/2022,Kings,Damian Jones,Damian Jones,placed on IL with NBA health and safety protocols,,2022,January,2022-01,other / unspecified,Other,,1/9/2022,1/16/2022,7,8,Sunday
12/21/2015,Blazers,Damian Lillard,Damian Lillard,placed on IL with sore left plantar fascia,,2015,December,2015-12,other / unspecified,Other,,12/21/2015,1/4/2016,14,15,Monday
12/26/2016,Blazers,Damian Lillard,Damian Lillard,placed on IL with sprained left ankle,,2016,December,2016-12,other / unspecified,ankle,,12/21/2015,1/4/2016,14,15,Monday
4/10/2017,Blazers,Damian Lillard,Damian Lillard,rest / right foot injury (DTD),,2017,April,2017-04,day-to-day,foot,3,12/21/2015,1/4/2016,14,15,Monday
4/12/2017,Blazers,Damian Lillard,Damian Lillard,rest (DTD),,2017,April,2017-04,day-to-day,rest,3,12/21/2015,1/4/2016,14,15,Wednesday
12/21/2017,Blazers,Damian Lillard,Damian Lillard,strained right hamstring (DTD),,2017,December,2017-12,day-to-day,hamstring,3,12/21/2015,1/4/2016,14,15,Thursday
1/7/2018,Blazers,Damian Lillard,Damian Lillard,placed on IL with strained right calf,,2018,January,2018-01,other / unspecified,calf,,12/21/2015,1/4/2016,14,15,Sunday
4/5/2018,Blazers,Damian Lillard,Damian Lillard,placed on IL with sprained left ankle,,2018,April,2018-04,other / unspecified,ankle,,12/21/2015,1/4/2016,14,15,Thursday
1/26/2019,Blazers,Damian Lillard,Damian Lillard,placed on IL with sore right knee,,2019,January,2019-01,other / unspecified,knee,,12/21/2015,1/4/2016,14,15,Saturday
11/19/2019,Blazers,Damian Lillard,Damian Lillard,back spasms (DTD),,2019,November,2019-11,day-to-day,back,3,12/21/2015,1/4/2016,14,15,Tuesday
11/23/2019,Blazers,Damian Lillard,Damian Lillard,placed on IL with back spasms,,2019,November,2019-11,other / unspecified,back,,12/21/2015,1/4/2016,14,15,Saturday
2/13/2020,Blazers,Damian Lillard,Damian Lillard,strained right groin (DTD),,2020,February,2020-02,day-to-day,groin,3,12/21/2015,1/4/2016,14,15,Thursday
3/2/2020,Blazers,Damian Lillard,Damian Lillard,placed on IL with strained right groin,,2020,March,2020-03,other / unspecified,groin,,12/21/2015,1/4/2016,14,15,Monday
8/25/2020,Blazers,Damian Lillard,Damian Lillard,placed on IL with sprained right knee (out for season),,2020,August,2020-08,out for season,knee,180,12/21/2015,1/4/2016,14,15,Tuesday
2/4/2021,Blazers,Damian Lillard,Damian Lillard,placed on IL with strained abdominal,,2021,February,2021-02,other / unspecified,Other,,12/21/2015,1/4/2016,14,15,Thursday
3/26/2021,Blazers,Damian Lillard,Damian Lillard,placed on IL with bruised left knee,,2021,March,2021-03,other / unspecified,knee,,12/21/2015,1/4/2016,14,15,Friday
4/16/2021,Blazers,Damian Lillard,Damian Lillard,right hamstring injury (DTD),,2021,April,2021-04,day-to-day,hamstring,3,12/21/2015,1/4/2016,14,15,Friday
11/13/2021,Blazers,Damian Lillard,Damian Lillard,placed on IL with abdominal injury,,2021,November,2021-11,other / unspecified,Other,,12/21/2015,1/4/2016,14,15,Saturday
11/30/2021,Blazers,Damian Lillard,Damian Lillard,placed on IL with abdominal injury,,2021,November,2021-11,other / unspecified,Other,,12/21/2015,1/4/2016,14,15,Tuesday
1/2/2022,Blazers,Damian Lillard,Damian Lillard,placed on IL with abdominal injury (out for season),,2022,January,2022-01,out for season,Other,180,12/21/2015,1/4/2016,14,15,Sunday
1/12/2022,Blazers,Damian Lillard,Damian Lillard,surgery to repair abdominal injury (out for season),,2022,January,2022-01,out for season,surgery,180,12/21/2015,1/4/2016,14,15,Wednesday
10/27/2022,Blazers,Damian Lillard,Damian Lillard,strained right calf (DTD),,2022,October,2022-10,day-to-day,calf,3,12/21/2015,1/4/2016,14,15,Thursday
11/5/2022,Blazers,Damian Lillard,Damian Lillard,placed on IL with strained right calf,,2022,November,2022-11,other / unspecified,calf,,12/21/2015,1/4/2016,14,15,Saturday
3/12/2023,Blazers,Damian Lillard,Damian Lillard,placed on IL with right calf injury,,2023,March,2023-03,other / unspecified,calf,,12/21/2015,1/4/2016,14,15,Sunday
3/24/2023,Blazers,Damian Lillard,Damian Lillard,placed on IL with tightness in right calf,,2023,March,2023-03,other / unspecified,calf,,12/21/2015,1/4/2016,14,15,Friday
11/9/2023,Bucks,Damian Lillard,Damian Lillard,placed on IL with sore right calf,,2023,November,2023-11,other / unspecified,calf,,11/9/2023,11/13/2023,4,5,Thursday
2/6/2024,Bucks,Damian Lillard,Damian Lillard,placed on IL with sprained left ankle,,2024,February,2024-02,other / unspecified,ankle,,11/9/2023,11/13/2023,4,5,Tuesday
4/12/2024,Bucks,Damian Lillard,Damian Lillard,placed on IL with left adductor injury,,2024,April,2024-04,other / unspecified,Other,,11/9/2023,11/13/2023,4,5,Friday
4/28/2024,Bucks,Damian Lillard,Damian Lillard,placed on IL with right Achilles tendinitis,,2024,April,2024-04,other / unspecified,achilles,,11/9/2023,11/13/2023,4,5,Sunday
11/11/2024,Bucks,Damian Lillard,Damian Lillard,placed on IL with concussion protocol,,2024,November,2024-11,concussion protocol,concussion,7,11/9/2023,11/13/2023,4,5,Monday
12/19/2024,Bucks,Damian Lillard,Damian Lillard,placed on IL with strained right calf,,2024,December,2024-12,other / unspecified,calf,,11/9/2023,11/13/2023,4,5,Thursday
12/23/2024,Bucks,Damian Lillard,Damian Lillard,placed on IL with illness,,2024,December,2024-12,other / unspecified,illness,,11/9/2023,11/13/2023,4,5,Monday
2/3/2025,Bucks,Damian Lillard,Damian Lillard,placed on IL with sore left groin,,2025,February,2025-02,other / unspecified,groin,,11/9/2023,11/13/2023,4,5,Monday
2/12/2025,Bucks,Damian Lillard,Damian Lillard,placed on IL with hamstring injury,,2025,February,2025-02,other / unspecified,hamstring,,11/9/2023,11/13/2023,4,5,Wednesday
3/20/2025,Bucks,Damian Lillard,Damian Lillard,placed on IL with calf injury,,2025,March,2025-03,other / unspecified,calf,,11/9/2023,11/13/2023,4,5,Thursday
4/28/2025,Bucks,Damian Lillard,Damian Lillard,torn left Achillles tendon (out for season),,2025,April,2025-04,out for season,Other,180,11/9/2023,11/13/2023,4,5,Monday
11/19/2015,Bucks,Damien Inglis,Damien Inglis,placed on IL,,2015,November,2015-11,other / unspecified,Other,,11/19/2015,12/5/2015,16,17,Thursday
